GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
1400000US36061003800,36061003800,"Census Tract 38, New York County, New York",5018,304,405,200,4613,329
1400000US36061003900,36061003900,"Census Tract 39, New York County, New York",2528,285,860,181,1668,246
1400000US36061004000,36061004000,"Census Tract 40, New York County, New York",4147,285,295,159,3852,308
1400000US36061004100,36061004100,"Census Tract 41, New York County, New York",3323,223,307,134,3016,216
1400000US36061004200,36061004200,"Census Tract 42, New York County, New York",1542,133,559,110,983,143
1400000US36061004300,36061004300,"Census Tract 43, New York County, New York",2314,164,299,117,2015,180
1400000US36061004400,36061004400,"Census Tract 44, New York County, New York",7945,341,0,18,7945,341
1400000US36061004500,36061004500,"Census Tract 45, New York County, New York",420,81,185,41,235,74
1400000US36061004700,36061004700,"Census Tract 47, New York County, New York",1308,124,392,95,916,133
1400000US36061004800,36061004800,"Census Tract 48, New York County, New York",3393,259,1352,245,2041,246
1400000US36061004900,36061004900,"Census Tract 49, New York County, New York",2454,193,540,133,1914,189
1400000US36061005000,36061005000,"Census Tract 50, New York County, New York",2847,208,1143,191,1704,183
1400000US36061005200,36061005200,"Census Tract 52, New York County, New York",1465,133,734,131,731,126
1400000US36061005400,36061005400,"Census Tract 54, New York County, New York",2517,171,1354,205,1163,206
1400000US36061005501,36061005501,"Census Tract 55.01, New York County, New York",2159,198,435,160,1724,218
1400000US36061005502,36061005502,"Census Tract 55.02, New York County, New York",1167,101,398,99,769,105
1400000US36061005600,36061005600,"Census Tract 56, New York County, New York",1678,203,541,148,1137,189
1400000US36061005700,36061005700,"Census Tract 57, New York County, New York",1654,119,693,106,961,127
1400000US36061005800,36061005800,"Census Tract 58, New York County, New York",1993,155,127,67,1866,151
1400000US36061005900,36061005900,"Census Tract 59, New York County, New York",2981,215,1786,195,1195,188
1400000US36061006000,36061006000,"Census Tract 60, New York County, New York",2334,111,0,16,2334,111
1400000US36061006100,36061006100,"Census Tract 61, New York County, New York",2351,184,1137,219,1214,164
1400000US36061006200,36061006200,"Census Tract 62, New York County, New York",1299,80,4,8,1295,80
1400000US36061006300,36061006300,"Census Tract 63, New York County, New York",3736,242,1414,213,2322,276
1400000US36061006400,36061006400,"Census Tract 64, New York County, New York",4546,263,1174,239,3372,322
1400000US36061006500,36061006500,"Census Tract 65, New York County, New York",3041,208,281,101,2760,235
1400000US36061006600,36061006600,"Census Tract 66, New York County, New York",6197,480,1749,478,4448,549
1400000US36061006700,36061006700,"Census Tract 67, New York County, New York",3258,249,803,180,2455,268
1400000US36061006800,36061006800,"Census Tract 68, New York County, New York",3809,273,1201,239,2608,292
1400000US36061006900,36061006900,"Census Tract 69, New York County, New York",1252,113,467,81,785,111
1400000US36061007000,36061007000,"Census Tract 70, New York County, New York",4832,374,1067,280,3765,447
1400000US36061007100,36061007100,"Census Tract 71, New York County, New York",3486,189,1122,205,2364,233
1400000US36061007200,36061007200,"Census Tract 72, New York County, New York",4149,389,1212,268,2937,372
1400000US36061007300,36061007300,"Census Tract 73, New York County, New York",3759,403,1035,247,2724,385
1400000US36061007400,36061007400,"Census Tract 74, New York County, New York",2161,180,655,150,1506,212
1400000US36061007500,36061007500,"Census Tract 75, New York County, New York",2583,146,1205,169,1378,203
1400000US36061007600,36061007600,"Census Tract 76, New York County, New York",1011,110,137,46,874,108
1400000US36061007700,36061007700,"Census Tract 77, New York County, New York",3517,308,964,233,2553,302
1400000US36061007800,36061007800,"Census Tract 78, New York County, New York",4627,335,1646,297,2981,414
1400000US36061007900,36061007900,"Census Tract 79, New York County, New York",2611,202,907,155,1704,219
1400000US36061008000,36061008000,"Census Tract 80, New York County, New York",3068,244,1478,212,1590,232
1400000US36061008100,36061008100,"Census Tract 81, New York County, New York",4900,347,1696,321,3204,408
1400000US36061008200,36061008200,"Census Tract 82, New York County, New York",1878,228,884,185,994,189
1400000US36061008300,36061008300,"Census Tract 83, New York County, New York",1986,164,285,115,1701,175
1400000US36061008400,36061008400,"Census Tract 84, New York County, New York",1035,94,208,87,827,119
1400000US36061008601,36061008601,"Census Tract 86.01, New York County, New York",1338,106,339,92,999,136
1400000US36061008602,36061008602,"Census Tract 86.02, New York County, New York",0,11,0,11,0,11
1400000US36061008603,36061008603,"Census Tract 86.03, New York County, New York",2637,232,1818,244,819,158
1400000US36061008700,36061008700,"Census Tract 87, New York County, New York",3921,269,1151,271,2770,329
1400000US36061008800,36061008800,"Census Tract 88, New York County, New York",4555,423,2159,379,2396,344
1400000US36061008900,36061008900,"Census Tract 89, New York County, New York",3026,243,935,203,2091,258
1400000US36061009000,36061009000,"Census Tract 90, New York County, New York",4219,389,1184,238,3035,321
1400000US36061009100,36061009100,"Census Tract 91, New York County, New York",4131,250,1042,217,3089,243
1400000US36061009200,36061009200,"Census Tract 92, New York County, New York",1153,100,120,72,1033,90
1400000US36061009300,36061009300,"Census Tract 93, New York County, New York",5198,328,2313,388,2885,428
1400000US36061009400,36061009400,"Census Tract 94, New York County, New York",11,10,0,11,11,10
1400000US36061009500,36061009500,"Census Tract 95, New York County, New York",1223,109,470,89,753,117
1400000US36061009600,36061009600,"Census Tract 96, New York County, New York",120,42,23,21,97,39
1400000US36061009700,36061009700,"Census Tract 97, New York County, New York",2713,141,1004,162,1709,193
1400000US36061009800,36061009800,"Census Tract 98, New York County, New York",4292,326,1664,321,2628,331
1400000US36061009900,36061009900,"Census Tract 99, New York County, New York",2891,174,328,82,2563,182
1400000US36061010000,36061010000,"Census Tract 100, New York County, New York",1179,92,293,90,886,117
1400000US36061010100,36061010100,"Census Tract 101, New York County, New York",759,69,7,9,752,68
1400000US36061010200,36061010200,"Census Tract 102, New York County, New York",125,58,39,21,86,59
1400000US36061010300,36061010300,"Census Tract 103, New York County, New York",1151,106,130,46,1021,102
1400000US36061010400,36061010400,"Census Tract 104, New York County, New York",627,76,280,60,347,64
1400000US36061010601,36061010601,"Census Tract 106.01, New York County, New York",4450,356,2902,327,1548,323
1400000US36061010602,36061010602,"Census Tract 106.02, New York County, New York",2366,220,660,150,1706,207
1400000US36061010800,36061010800,"Census Tract 108, New York County, New York",4819,448,2005,358,2814,372
1400000US36061010900,36061010900,"Census Tract 109, New York County, New York",91,32,30,27,61,26
1400000US36061011000,36061011000,"Census Tract 110, New York County, New York",4177,341,783,232,3394,371
1400000US36061011100,36061011100,"Census Tract 111, New York County, New York",2464,173,274,104,2190,198
1400000US36061011201,36061011201,"Census Tract 112.01, New York County, New York",549,67,96,40,453,52
1400000US36061011202,36061011202,"Census Tract 112.02, New York County, New York",190,47,127,37,63,33
1400000US36061011203,36061011203,"Census Tract 112.03, New York County, New York",689,80,294,56,395,69
1400000US36061011300,36061011300,"Census Tract 113, New York County, New York",67,24,28,19,39,16
1400000US36061011401,36061011401,"Census Tract 114.01, New York County, New York",622,119,315,78,307,84
1400000US36061011402,36061011402,"Census Tract 114.02, New York County, New York",1264,137,834,119,430,92
1400000US36061011500,36061011500,"Census Tract 115, New York County, New York",1492,137,267,85,1225,129
1400000US36061011600,36061011600,"Census Tract 116, New York County, New York",1821,239,347,94,1474,232
1400000US36061011700,36061011700,"Census Tract 117, New York County, New York",2363,248,0,11,2363,248
1400000US36061011800,36061011800,"Census Tract 118, New York County, New York",5136,380,1545,313,3591,366
1400000US36061011900,36061011900,"Census Tract 119, New York County, New York",1036,59,0,11,1036,59
1400000US36061012000,36061012000,"Census Tract 120, New York County, New York",1716,216,1206,215,510,153
1400000US36061012100,36061012100,"Census Tract 121, New York County, New York",4964,385,306,142,4658,385
1400000US36061012200,36061012200,"Census Tract 122, New York County, New York",1852,204,1235,181,617,171
1400000US36061012400,36061012400,"Census Tract 124, New York County, New York",5325,414,1287,330,4038,391
1400000US36061012500,36061012500,"Census Tract 125, New York County, New York",1472,151,109,67,1363,159
1400000US36061012600,36061012600,"Census Tract 126, New York County, New York",7075,706,2402,512,4673,661
1400000US36061012700,36061012700,"Census Tract 127, New York County, New York",3897,276,616,221,3281,315
1400000US36061012800,36061012800,"Census Tract 128, New York County, New York",3104,200,2326,230,778,193
1400000US36061012900,36061012900,"Census Tract 129, New York County, New York",3164,247,761,190,2403,234
1400000US36061013000,36061013000,"Census Tract 130, New York County, New York",1698,225,1130,190,568,140
1400000US36061013100,36061013100,"Census Tract 131, New York County, New York",1723,130,154,58,1569,121
1400000US36061013200,36061013200,"Census Tract 132, New York County, New York",6060,412,1369,440,4691,491
1400000US36061013300,36061013300,"Census Tract 133, New York County, New York",2786,243,246,98,2540,231
1400000US36061013400,36061013400,"Census Tract 134, New York County, New York",6839,479,2417,476,4422,510
1400000US36061013500,36061013500,"Census Tract 135, New York County, New York",3747,235,71,50,3676,233
1400000US36061013600,36061013600,"Census Tract 136, New York County, New York",8674,518,2392,447,6282,595
1400000US36061013700,36061013700,"Census Tract 137, New York County, New York",3578,403,1039,262,2539,344
1400000US36061013800,36061013800,"Census Tract 138, New York County, New York",7262,442,2170,427,5092,451
1400000US36061013900,36061013900,"Census Tract 139, New York County, New York",5553,611,1558,398,3995,650
1400000US36061014000,36061014000,"Census Tract 140, New York County, New York",3752,266,1859,230,1893,210
1400000US36061014200,36061014200,"Census Tract 142, New York County, New York",2072,214,1331,215,741,154
1400000US36061014300,36061014300,"Census Tract 143, New York County, New York",0,11,0,11,0,11
1400000US36061014401,36061014401,"Census Tract 144.01, New York County, New York",2676,154,1230,187,1446,192
1400000US36061014402,36061014402,"Census Tract 144.02, New York County, New York",4022,163,1191,189,2831,227
1400000US36061014500,36061014500,"Census Tract 145, New York County, New York",2605,197,873,148,1732,181
1400000US36061014601,36061014601,"Census Tract 146.01, New York County, New York",2649,142,322,121,2327,183
1400000US36061014602,36061014602,"Census Tract 146.02, New York County, New York",4684,252,1232,229,3452,288
1400000US36061014700,36061014700,"Census Tract 147, New York County, New York",1512,122,234,81,1278,145
1400000US36061014801,36061014801,"Census Tract 148.01, New York County, New York",1456,108,497,90,959,116
1400000US36061014802,36061014802,"Census Tract 148.02, New York County, New York",3279,278,1166,200,2113,284
1400000US36061014900,36061014900,"Census Tract 149, New York County, New York",3039,238,1122,222,1917,300
1400000US36061015001,36061015001,"Census Tract 150.01, New York County, New York",1025,112,672,105,353,75
1400000US36061015002,36061015002,"Census Tract 150.02, New York County, New York",2404,212,1630,182,774,158
1400000US36061015100,36061015100,"Census Tract 151, New York County, New York",4164,350,440,177,3724,366
1400000US36061015200,36061015200,"Census Tract 152, New York County, New York",3724,152,731,145,2993,178
1400000US36061015300,36061015300,"Census Tract 153, New York County, New York",4809,407,2048,346,2761,375
1400000US36061015400,36061015400,"Census Tract 154, New York County, New York",7976,436,2604,458,5372,634
1400000US36061015500,36061015500,"Census Tract 155, New York County, New York",5457,379,3446,384,2011,405
1400000US36061015601,36061015601,"Census Tract 156.01, New York County, New York",2739,184,32,37,2707,181
1400000US36061015602,36061015602,"Census Tract 156.02, New York County, New York",950,109,78,39,872,106
1400000US36061015700,36061015700,"Census Tract 157, New York County, New York",5485,601,1723,490,3762,564
1400000US36061015801,36061015801,"Census Tract 158.01, New York County, New York",2670,161,1284,168,1386,209
1400000US36061015802,36061015802,"Census Tract 158.02, New York County, New York",1969,81,71,46,1898,86
1400000US36061015900,36061015900,"Census Tract 159, New York County, New York",5309,427,2699,367,2610,391
1400000US36061016001,36061016001,"Census Tract 160.01, New York County, New York",1662,135,1235,124,427,119
1400000US36061016002,36061016002,"Census Tract 160.02, New York County, New York",1202,79,455,85,747,85
1400000US36061016100,36061016100,"Census Tract 161, New York County, New York",3610,271,808,148,2802,265
1400000US36061016200,36061016200,"Census Tract 162, New York County, New York",3890,186,294,125,3596,229
1400000US36061016300,36061016300,"Census Tract 163, New York County, New York",3826,210,1320,183,2506,241
1400000US36061016400,36061016400,"Census Tract 164, New York County, New York",2602,108,5,11,2597,108
1400000US36061016500,36061016500,"Census Tract 165, New York County, New York",3298,266,1198,240,2100,290
1400000US36061016600,36061016600,"Census Tract 166, New York County, New York",2854,149,141,75,2713,161
1400000US36061016700,36061016700,"Census Tract 167, New York County, New York",3206,229,1248,194,1958,185
1400000US36061016800,36061016800,"Census Tract 168, New York County, New York",1686,82,100,47,1586,81
1400000US36061016900,36061016900,"Census Tract 169, New York County, New York",4045,337,1333,301,2712,307
1400000US36061017000,36061017000,"Census Tract 170, New York County, New York",3263,148,182,94,3081,156
1400000US36061017100,36061017100,"Census Tract 171, New York County, New York",4521,285,1856,277,2665,296
1400000US36061017200,36061017200,"Census Tract 172, New York County, New York",2151,137,102,71,2049,145
1400000US36061017300,36061017300,"Census Tract 173, New York County, New York",4195,366,1036,269,3159,356
1400000US36061017401,36061017401,"Census Tract 174.01, New York County, New York",1929,136,258,101,1671,152
1400000US36061017402,36061017402,"Census Tract 174.02, New York County, New York",887,36,17,12,870,38
1400000US36061017500,36061017500,"Census Tract 175, New York County, New York",4771,381,2347,369,2424,381
1400000US36061017700,36061017700,"Census Tract 177, New York County, New York",4840,237,1520,257,3320,248
1400000US36061017800,36061017800,"Census Tract 178, New York County, New York",1627,121,62,44,1565,128
1400000US36061017900,36061017900,"Census Tract 179, New York County, New York",4571,299,1075,216,3496,312
1400000US36061018000,36061018000,"Census Tract 180, New York County, New York",2914,130,167,96,2747,150
1400000US36061018100,36061018100,"Census Tract 181, New York County, New York",4354,255,881,215,3473,293
1400000US36061018200,36061018200,"Census Tract 182, New York County, New York",2667,148,54,65,2613,159
1400000US36061018300,36061018300,"Census Tract 183, New York County, New York",4377,358,1248,250,3129,371
1400000US36061018400,36061018400,"Census Tract 184, New York County, New York",2880,166,268,115,2612,196
1400000US36061018500,36061018500,"Census Tract 185, New York County, New York",2821,237,715,178,2106,209
1400000US36061018600,36061018600,"Census Tract 186, New York County, New York",2004,95,31,30,1973,100
1400000US36061018700,36061018700,"Census Tract 187, New York County, New York",3986,273,1097,219,2889,295
1400000US36061018800,36061018800,"Census Tract 188, New York County, New York",2298,164,102,55,2196,173
1400000US36061018900,36061018900,"Census Tract 189, New York County, New York",5037,197,723,169,4314,251
1400000US36061019000,36061019000,"Census Tract 190, New York County, New York",1374,110,550,95,824,87
1400000US36061019100,36061019100,"Census Tract 191, New York County, New York",4652,211,1537,233,3115,269
1400000US36061019200,36061019200,"Census Tract 192, New York County, New York",1326,55,13,20,1313,59
1400000US36061019300,36061019300,"Census Tract 193, New York County, New York",3867,298,554,262,3313,394
1400000US36061019400,36061019400,"Census Tract 194, New York County, New York",2486,139,105,57,2381,144
1400000US36061019500,36061019500,"Census Tract 195, New York County, New York",3332,204,928,157,2404,212
1400000US36061019600,36061019600,"Census Tract 196, New York County, New York",1576,70,19,20,1557,68
1400000US36061019701,36061019701,"Census Tract 197.01, New York County, New York",432,17,0,11,432,17
1400000US36061019702,36061019702,"Census Tract 197.02, New York County, New York",961,107,203,77,758,106
1400000US36061019800,36061019800,"Census Tract 198, New York County, New York",1175,69,407,109,768,126
1400000US36061019900,36061019900,"Census Tract 199, New York County, New York",3330,231,853,169,2477,223
1400000US36061020000,36061020000,"Census Tract 200, New York County, New York",1340,98,344,115,996,130
1400000US36061020101,36061020101,"Census Tract 201.01, New York County, New York",286,21,56,17,230,28
1400000US36061020102,36061020102,"Census Tract 201.02, New York County, New York",1799,79,240,70,1559,91
1400000US36061020300,36061020300,"Census Tract 203, New York County, New York",388,69,22,12,366,70
1400000US36061020500,36061020500,"Census Tract 205, New York County, New York",1152,86,256,62,896,87
1400000US36061020600,36061020600,"Census Tract 206, New York County, New York",1364,108,190,70,1174,128
1400000US36061020701,36061020701,"Census Tract 207.01, New York County, New York",1312,73,48,36,1264,70
1400000US36061020800,36061020800,"Census Tract 208, New York County, New York",2077,161,459,166,1618,203
1400000US36061020901,36061020901,"Census Tract 209.01, New York County, New York",1545,70,47,35,1498,77
1400000US36061021000,36061021000,"Census Tract 210, New York County, New York",3067,136,287,126,2780,156
1400000US36061021100,36061021100,"Census Tract 211, New York County, New York",4112,270,1105,214,3007,288
1400000US36061021200,36061021200,"Census Tract 212, New York County, New York",2492,166,33,42,2459,173
1400000US36061021303,36061021303,"Census Tract 213.03, New York County, New York",2188,115,89,75,2099,119
1400000US36061021400,36061021400,"Census Tract 214, New York County, New York",1892,99,21,26,1871,102
1400000US36061021500,36061021500,"Census Tract 215, New York County, New York",1329,71,19,18,1310,72
1400000US36061021600,36061021600,"Census Tract 216, New York County, New York",3343,157,574,149,2769,195
1400000US36061021703,36061021703,"Census Tract 217.03, New York County, New York",4,6,4,6,0,11
1400000US36061021800,36061021800,"Census Tract 218, New York County, New York",2782,135,261,110,2521,159
1400000US36061021900,36061021900,"Census Tract 219, New York County, New York",2019,130,51,72,1968,148
1400000US36061022000,36061022000,"Census Tract 220, New York County, New York",2484,154,407,119,2077,160
1400000US36061022102,36061022102,"Census Tract 221.02, New York County, New York",1162,83,371,98,791,98
1400000US36061022200,36061022200,"Census Tract 222, New York County, New York",1277,97,318,85,959,123
1400000US36061022301,36061022301,"Census Tract 223.01, New York County, New York",2380,92,175,89,2205,113
1400000US36061022302,36061022302,"Census Tract 223.02, New York County, New York",1562,36,0,11,1562,36
1400000US36061022400,36061022400,"Census Tract 224, New York County, New York",2742,155,122,68,2620,173
1400000US36061022500,36061022500,"Census Tract 225, New York County, New York",3467,191,465,130,3002,235
1400000US36061022600,36061022600,"Census Tract 226, New York County, New York",1795,133,218,74,1577,149
1400000US36061022700,36061022700,"Census Tract 227, New York County, New York",2187,118,423,97,1764,140
1400000US36061022800,36061022800,"Census Tract 228, New York County, New York",2459,170,446,162,2013,229
1400000US36061022900,36061022900,"Census Tract 229, New York County, New York",2894,152,247,101,2647,183
1400000US36061023000,36061023000,"Census Tract 230, New York County, New York",3553,174,68,48,3485,166
1400000US36061023100,36061023100,"Census Tract 231, New York County, New York",2649,157,277,122,2372,185
1400000US36061023200,36061023200,"Census Tract 232, New York County, New York",3190,144,135,94,3055,155
1400000US36061023300,36061023300,"Census Tract 233, New York County, New York",2556,99,268,111,2288,138
1400000US36061023400,36061023400,"Census Tract 234, New York County, New York",2218,132,169,67,2049,135
1400000US36061023501,36061023501,"Census Tract 235.01, New York County, New York",2505,119,383,138,2122,164
1400000US36061023502,36061023502,"Census Tract 235.02, New York County, New York",781,60,12,19,769,60
1400000US36061023600,36061023600,"Census Tract 236, New York County, New York",2968,185,527,207,2441,251
1400000US36061023700,36061023700,"Census Tract 237, New York County, New York",2615,140,178,100,2437,163
1400000US36061023801,36061023801,"Census Tract 238.01, New York County, New York",3948,296,527,201,3421,306
1400000US36061023802,36061023802,"Census Tract 238.02, New York County, New York",674,69,39,33,635,76
1400000US36061023900,36061023900,"Census Tract 239, New York County, New York",1049,41,87,47,962,57
1400000US36061024000,36061024000,"Census Tract 240, New York County, New York",0,11,0,11,0,11
1400000US36061024100,36061024100,"Census Tract 241, New York County, New York",3147,179,549,162,2598,244
1400000US36061024200,36061024200,"Census Tract 242, New York County, New York",1471,57,25,28,1446,64
1400000US36061024301,36061024301,"Census Tract 243.01, New York County, New York",1374,102,71,44,1303,111
1400000US36061024302,36061024302,"Census Tract 243.02, New York County, New York",2486,116,0,16,2486,116
1400000US36061024500,36061024500,"Census Tract 245, New York County, New York",4825,169,124,81,4701,159
1400000US36061024700,36061024700,"Census Tract 247, New York County, New York",2444,158,356,119,2088,195
1400000US36061024900,36061024900,"Census Tract 249, New York County, New York",381,22,21,17,360,27
1400000US36061025100,36061025100,"Census Tract 251, New York County, New York",724,59,24,20,700,57
1400000US36061025300,36061025300,"Census Tract 253, New York County, New York",3840,116,45,36,3795,113
1400000US36061025500,36061025500,"Census Tract 255, New York County, New York",2051,158,90,90,1961,172
1400000US36061025700,36061025700,"Census Tract 257, New York County, New York",1720,91,550,91,1170,116
1400000US36061025900,36061025900,"Census Tract 259, New York County, New York",1665,89,657,100,1008,108
1400000US36061026100,36061026100,"Census Tract 261, New York County, New York",3686,142,41,39,3645,148
1400000US36061026300,36061026300,"Census Tract 263, New York County, New York",2881,121,15,24,2866,122
1400000US36061026500,36061026500,"Census Tract 265, New York County, New York",2775,148,363,121,2412,162
1400000US36061026700,36061026700,"Census Tract 267, New York County, New York",571,44,4,6,567,42
1400000US36061026900,36061026900,"Census Tract 269, New York County, New York",2568,143,160,91,2408,161
1400000US36061027100,36061027100,"Census Tract 271, New York County, New York",3040,89,217,72,2823,103
1400000US36061027300,36061027300,"Census Tract 273, New York County, New York",3219,166,740,149,2479,202
1400000US36061027500,36061027500,"Census Tract 275, New York County, New York",1602,91,755,96,847,99
1400000US36061027700,36061027700,"Census Tract 277, New York County, New York",2168,68,0,16,2168,68
1400000US36061027900,36061027900,"Census Tract 279, New York County, New York",3924,167,270,115,3654,176
1400000US36061028100,36061028100,"Census Tract 281, New York County, New York",1354,56,343,64,1011,80
1400000US36061028300,36061028300,"Census Tract 283, New York County, New York",3140,136,567,169,2573,200
1400000US36061028500,36061028500,"Census Tract 285, New York County, New York",2708,79,0,16,2708,79
1400000US36061028700,36061028700,"Census Tract 287, New York County, New York",1604,91,57,32,1547,88
1400000US36061029100,36061029100,"Census Tract 291, New York County, New York",3930,145,122,67,3808,148
1400000US36061029300,36061029300,"Census Tract 293, New York County, New York",2899,144,18,32,2881,149
1400000US36061029500,36061029500,"Census Tract 295, New York County, New York",3323,144,300,100,3023,170
1400000US36061029700,36061029700,"Census Tract 297, New York County, New York",0,11,0,11,0,11
1400000US36061029900,36061029900,"Census Tract 299, New York County, New York",1464,75,5,9,1459,76
1400000US36061030300,36061030300,"Census Tract 303, New York County, New York",1807,65,137,40,1670,72
1400000US36061030700,36061030700,"Census Tract 307, New York County, New York",1785,86,757,98,1028,112
1400000US36061030900,36061030900,"Census Tract 309, New York County, New York",3467,139,274,121,3193,177
1400000US36061031100,36061031100,"Census Tract 311, New York County, New York",0,11,0,11,0,11
1400000US36061031703,36061031703,"Census Tract 317.03, New York County, New York",3957,218,205,86,3752,214
1400000US36061031704,36061031704,"Census Tract 317.04, New York County, New York",3260,254,1235,210,2025,275
1400000US36061031900,36061031900,"Census Tract 319, New York County, New York",0,11,0,11,0,11
1400000US36081000100,36081000100,"Census Tract 1, Queens County, New York",3330,235,516,103,2814,233
1400000US36081000200,36081000200,"Census Tract 2, Queens County, New York",968,47,538,74,430,81
1400000US36081000400,36081000400,"Census Tract 4, Queens County, New York",1224,97,643,121,581,124
1400000US36081000600,36081000600,"Census Tract 6, Queens County, New York",1070,76,561,110,509,109
1400000US36081000700,36081000700,"Census Tract 7, Queens County, New York",2953,173,971,190,1982,205
1400000US36081000800,36081000800,"Census Tract 8, Queens County, New York",934,69,585,78,349,88
1400000US36081001000,36081001000,"Census Tract 10, Queens County, New York",952,60,488,80,464,70
1400000US36081001200,36081001200,"Census Tract 12, Queens County, New York",1429,48,761,113,668,118
1400000US36081001400,36081001400,"Census Tract 14, Queens County, New York",1074,86,560,101,514,113
1400000US36081001600,36081001600,"Census Tract 16, Queens County, New York",808,64,483,78,325,60
1400000US36081001800,36081001800,"Census Tract 18, Queens County, New York",926,52,434,83,492,96
1400000US36081001900,36081001900,"Census Tract 19, Queens County, New York",877,110,367,73,510,111
1400000US36081002000,36081002000,"Census Tract 20, Queens County, New York",516,31,281,53,235,53
1400000US36081002200,36081002200,"Census Tract 22, Queens County, New York",712,48,274,64,438,65
1400000US36081002400,36081002400,"Census Tract 24, Queens County, New York",637,50,339,60,298,56
1400000US36081002500,36081002500,"Census Tract 25, Queens County, New York",3143,111,14,25,3129,115
1400000US36081002600,36081002600,"Census Tract 26, Queens County, New York",660,43,355,61,305,67
1400000US36081002800,36081002800,"Census Tract 28, Queens County, New York",951,48,288,72,663,81
1400000US36081003000,36081003000,"Census Tract 30, Queens County, New York",452,29,210,40,242,44
1400000US36081003100,36081003100,"Census Tract 31, Queens County, New York",448,49,78,35,370,56
1400000US36081003200,36081003200,"Census Tract 32, Queens County, New York",455,36,255,47,200,55
1400000US36081003300,36081003300,"Census Tract 33, Queens County, New York",1103,68,158,49,945,76
1400000US36081003400,36081003400,"Census Tract 34, Queens County, New York",640,41,398,53,242,55
1400000US36081003600,36081003600,"Census Tract 36, Queens County, New York",936,82,391,91,545,102
1400000US36081003700,36081003700,"Census Tract 37, Queens County, New York",0,11,0,11,0,11
1400000US36081003800,36081003800,"Census Tract 38, Queens County, New York",740,47,177,50,563,64
1400000US36081003900,36081003900,"Census Tract 39, Queens County, New York",463,49,79,34,384,57
1400000US36081004001,36081004001,"Census Tract 40.01, Queens County, New York",680,55,274,63,406,64
1400000US36081004002,36081004002,"Census Tract 40.02, Queens County, New York",377,45,124,45,253,53
1400000US36081004200,36081004200,"Census Tract 42, Queens County, New York",1213,58,505,104,708,101
1400000US36081004300,36081004300,"Census Tract 43, Queens County, New York",1040,62,27,27,1013,65
1400000US36081004401,36081004401,"Census Tract 44.01, Queens County, New York",954,51,491,80,463,75
1400000US36081004500,36081004500,"Census Tract 45, Queens County, New York",1550,67,1176,118,374,108
1400000US36081004700,36081004700,"Census Tract 47, Queens County, New York",1700,88,115,56,1585,101
1400000US36081005000,36081005000,"Census Tract 50, Queens County, New York",18,21,4,6,14,21
1400000US36081005100,36081005100,"Census Tract 51, Queens County, New York",707,46,89,31,618,50
1400000US36081005200,36081005200,"Census Tract 52, Queens County, New York",739,48,263,66,476,76
1400000US36081005300,36081005300,"Census Tract 53, Queens County, New York",2165,167,393,139,1772,177
1400000US36081005400,36081005400,"Census Tract 54, Queens County, New York",1645,99,996,129,649,135
1400000US36081005500,36081005500,"Census Tract 55, Queens County, New York",380,38,62,33,318,48
1400000US36081005700,36081005700,"Census Tract 57, Queens County, New York",1830,67,160,63,1670,88
1400000US36081005800,36081005800,"Census Tract 58, Queens County, New York",1982,107,1127,148,855,163
1400000US36081005900,36081005900,"Census Tract 59, Queens County, New York",1746,118,251,77,1495,131
1400000US36081006100,36081006100,"Census Tract 61, Queens County, New York",2826,139,233,121,2593,197
1400000US36081006201,36081006201,"Census Tract 62.01, Queens County, New York",2759,131,2129,223,630,232
1400000US36081006202,36081006202,"Census Tract 62.02, Queens County, New York",2671,128,1107,207,1564,229
1400000US36081006300,36081006300,"Census Tract 63, Queens County, New York",2498,174,229,96,2269,185
1400000US36081006501,36081006501,"Census Tract 65.01, Queens County, New York",1696,132,83,47,1613,139
1400000US36081006502,36081006502,"Census Tract 65.02, Queens County, New York",1743,130,258,70,1485,130
1400000US36081006900,36081006900,"Census Tract 69, Queens County, New York",1909,136,268,81,1641,143
1400000US36081007100,36081007100,"Census Tract 71, Queens County, New York",1764,86,97,38,1667,88
1400000US36081007300,36081007300,"Census Tract 73, Queens County, New York",2149,160,271,100,1878,175
1400000US36081007500,36081007500,"Census Tract 75, Queens County, New York",2133,139,256,94,1877,152
1400000US36081007700,36081007700,"Census Tract 77, Queens County, New York",594,59,123,46,471,74
1400000US36081007900,36081007900,"Census Tract 79, Queens County, New York",1310,74,339,78,971,96
1400000US36081008100,36081008100,"Census Tract 81, Queens County, New York",461,50,157,40,304,60
1400000US36081008300,36081008300,"Census Tract 83, Queens County, New York",1170,78,144,53,1026,85
1400000US36081008500,36081008500,"Census Tract 85, Queens County, New York",328,47,47,21,281,49
1400000US36081008600,36081008600,"Census Tract 86, Queens County, New York",817,97,518,85,299,86
1400000US36081008700,36081008700,"Census Tract 87, Queens County, New York",1529,82,0,16,1529,82
1400000US36081008800,36081008800,"Census Tract 88, Queens County, New York",1183,80,741,129,442,115
1400000US36081009100,36081009100,"Census Tract 91, Queens County, New York",1193,115,421,90,772,114
1400000US36081009400,36081009400,"Census Tract 94, Queens County, New York",862,54,397,68,465,58
1400000US36081009500,36081009500,"Census Tract 95, Queens County, New York",999,52,241,58,758,70
